ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
protopanotakana-tongue-1-1,protopanotakana-tongue-1,**hana,46,false,expert,,,false,expert
protopanoan-tongue-1-1,protopanoan-tongue-1,*ana,46,false,expert,,,false,expert
protopanoan-tongue-2-1,protopanoan-tongue-2,*ana̹-,46,false,expert,,,false,expert
protopanoan-tongue-3-1,protopanoan-tongue-3,*a̹ṣ̌ab̴a,46,false,expert,,,false,expert
prototakana-tongue-1-1,prototakana-tongue-1,*ana,46,false,expert,,,false,expert
protopanotakana-tree-1-1,protopanotakana-tree-1,**hegʷi,47,false,expert,,,false,expert
protopanoan-tree-1-1,protopanoan-tree-1,*iwi,47,false,expert,,,false,expert
prototakana-tree-1-1,prototakana-tree-1,*akwi,47,false,expert,,,false,expert
protopanotakana-blood-1-1,protopanotakana-blood-1,**hemi,48,false,expert,,,false,expert
protopanoan-blood-1-1,protopanoan-blood-1,*imi,48,false,expert,,,false,expert
prototakana-blood-1-1,prototakana-blood-1,*ʔami,48,false,expert,,,false,expert
protopanotakana-white-1-1,protopanotakana-white-1,**huẓu,49,false,expert,,,false,expert
protopanoan-white-1-1,protopanoan-white-1,*oṣ̌o,49,false,expert,,,false,expert
prototakana-white-1-1,prototakana-white-1,*uze/u,49,false,expert,,,false,expert
protopanotakana-foot-1-1,protopanotakana-foot-1,**hua-,50,false,expert,,,false,expert
protopanotakana-foot-2-1,protopanotakana-foot-2,**wa-,50,false,expert,,,false,expert
protopanoan-foot-1-1,protopanoan-foot-1,*o̹-cisi,50,false,expert,,,false,expert
prototakana-foot-1-1,prototakana-foot-1,*wa-,50,false,expert,,,false,expert
prototakana-foot-2-1,prototakana-foot-2,*wa-tiji,50,false,expert,,,false,expert
protopanotakana-pineapple-1-1,protopanotakana-pineapple-1,**kama-kama,51,false,expert,,,false,expert
protopanoan-pineapple-1-1,protopanoan-pineapple-1,*ka̹kama,51,false,expert,,,false,expert
prototakana-pineapple-1-1,prototakana-pineapple-1,*kaka,51,false,expert,,,false,expert
protopanotakana-macaw-1-1,protopanotakana-macaw-1,**kaNa,52,false,expert,,,false,expert
protopanoan-macaw-1-1,protopanoan-macaw-1,*kana,52,false,expert,,,false,expert
prototakana-macaw-1-1,prototakana-macaw-1,*kara,52,false,expert,,,false,expert
protopanotakana-desiderativesuffix-1-1,protopanotakana-desiderativesuffix-1,*ka…,53,false,expert,,,false,expert
protopanoan-desiderativesuffix-1-1,protopanoan-desiderativesuffix-1,*-kas,53,false,expert,,,false,expert
protopanoan-desiderativesuffix-2-1,protopanoan-desiderativesuffix-2,-kaci,53,false,expert,,,false,expert
prototakana-desiderativesuffix-1-1,prototakana-desiderativesuffix-1,*-kas,53,false,expert,,,false,expert
