ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Dataset
kashibo-tolearn-1,,kashibo,tolearn,ʔonã́,ʔonã́,ʔ o n !á/a ∼,None,,5177,,,,4764,ʔ o n !á/a ∼ ( - - - - - - - - - ),,oliveiraprotopanoan
shipibokonibo-tolearn-1,,shipibokonibo,tolearn,ʔonã́,ʔonã́,ʔ o n !á/a ∼,None,,5177,,,,4764,ʔ o n !á/a ∼ ( - - - - - - - - - ),,oliveiraprotopanoan
kapanawa-tolearn-1,,kapanawa,tolearn,ʔonán-,ʔonán-,ʔ o n !á/a n,None,,5177,,,,4764,ʔ o n !á/a n ( - - - - - - - - - ),,oliveiraprotopanoan
marubo-brave-1,,marubo,brave,oni-ka,oni-ka,o n i + k a,None,,5178,,,,4765,- o n i + ( - - - k a - - - ),,oliveiraprotopanoan
marubo-tolearn-1,,marubo,tolearn,onis,onis,o n i s,None,,5179,,,,4766,- o n i - ( - - - s - - - - - ),,oliveiraprotopanoan
sharanawa-tolearn-1,,sharanawa,tolearn,onain,onain,o n !ai/a n,None,,5177,,,,4764,- o n !ai/a n ( - - - - - - - - - ),,oliveiraprotopanoan
sharanawa-tolearn-2,,sharanawa,tolearn,onaan,onaan,o n !aa/a n,None,,5177,,,,4764,- o n !aa/a n ( - - - - - - - - - ),,oliveiraprotopanoan
katukina-tolearn-1,,katukina,tolearn,una-maska-ai,una-maska-ai,u n a + m a s k a + a i,None,,5177,,,,4764,- u n a - ( + m a s k a + a i ),,oliveiraprotopanoan
amawaka-tolearn-1,,amawaka,tolearn,onã-,onã-,o n a ∼,None,,5177,,,,4764,- o n a ∼ ( - - - - - - - - - ),,oliveiraprotopanoan
kaxinawa-tolearn-1,,kaxinawa,tolearn,unã-,unã-,u n a ∼,None,,5177,,,,4764,- u n a ∼ ( - - - - - - - - - ),,oliveiraprotopanoan
marinawa-tolearn-1,,marinawa,tolearn,ṍnã,ṍnã,!ṍ/o n a ∼,None,,5177,,,,4764,- !ṍ/o n a ∼ ( - - - - - - - - - ),,oliveiraprotopanoan
korubo-tolearn-1,,korubo,tolearn,unan,unan,u n a n,None,,5177,,,,4764,- u n a n ( - - - - - - - - - ),,oliveiraprotopanoan
matses-tolearn-1,,matses,tolearn,unan,unan,u n a n,None,,5177,,,,4764,- u n a n ( - - - - - - - - - ),,oliveiraprotopanoan
protopanoan-freshwater-1,,protopanoan,freshwater,ʔoma-paʂa,ʔoma-paʂa,ʔ o m a + p a ʂ a,None,,5180,,,,4767,( - - - - ) ʔ o m a ( + ) p a ʂ a,,oliveiraprotopanoan
kashibo-freshwater-1,,kashibo,freshwater,ʔõpáʂ,ʔõpáʂ,ʔ o ∼ p á/a ʂ,None,,5180,,,,4767,( - - - - ) ʔ o ∼ - ( - ) p á/a ʂ -,,oliveiraprotopanoan
shipibokonibo-freshwater-1,,shipibokonibo,freshwater,ʔõpáʂ,ʔõpáʂ,ʔ o ∼ p !á/a ʂ,None,,5180,,,,4767,( - - - - ) ʔ o ∼ - ( - ) p !á/a ʂ -,,oliveiraprotopanoan
kapanawa-freshwater-1,,kapanawa,freshwater,ʔompa,ʔompa,ʔ o m p a,None,,5181,,,,4768,ʔ o m p a - - - - - - -,,oliveiraprotopanoan
marubo-freshwater-1,,marubo,freshwater,ˈwakapaʃa,ˈwakapaʃa,w a k a p a ʃ a,None,,5180,,,,4767,( w a k a ) - - - - ( - ) p a ʃ a,,oliveiraprotopanoan
marubo-river-1,,marubo,river,ˈwaka,ˈwaka,w a k a,None,,5182,,,,4769,w a k a ( - - - - - - ),,oliveiraprotopanoan
marubo-freshwater-2,,marubo,freshwater,paʃa,paʃa,p a ʃ a,None,,5180,,,,4767,( - - - - ) - - - - ( - ) p a ʃ a,,oliveiraprotopanoan
chakobo-freshwater-1,,chakobo,freshwater,hɨnɨ_paʂa,hɨnɨ_paʂa,h ɨ n ɨ + p a ʂ a,None,,5180,,,,4767,( - - - - ) h ɨ n ɨ ( + ) p a ʂ a,,oliveiraprotopanoan
yaminawa-freshwater-1,,yaminawa,freshwater,ɞ̃ˈpaʂ,ɞ̃ˈpaʂ,!ɞ/o ∼ p a ʂ,None,,5180,,,,4767,( - - - - ) - !ɞ/o ∼ - ( - ) p a ʂ -,,oliveiraprotopanoan
kaxinawa-freshwater-1,,kaxinawa,freshwater,ũpaʂ,ũpaʂ,u ∼ p a ʂ,None,,5180,,,,4767,( - - - - ) - u ∼ - ( - ) p a ʂ -,,oliveiraprotopanoan
matis-freshwater-1,,matis,freshwater,uma,uma,u m a,None,,5183,,,,4770,u m a,,oliveiraprotopanoan
matis-new-1,,matis,new,paʃa,paʃa,!/u !/m !/a p a ʃ a,None,,5180,,,,4767,( - - - - ) - !/u !/m !/a ( - ) p a ʃ a,,oliveiraprotopanoan
matses-freshwater-1,,matses,freshwater,uma,uma,u m a,None,,5184,,,,4771,u m a - - - - - - - - -,,oliveiraprotopanoan
protopanoan-laugh-1,,protopanoan,laugh,ʔosa[n]-,ʔosa[n]-,ʔ o s a rⁿ,None,,5185,,,,4772,ʔ o s a rⁿ,,oliveiraprotopanoan
kashibo-laugh-3,,kashibo,laugh,ʔosã́-,ʔosã́-,ʔ o s !á/a ∼,None,,5185,,,,4772,ʔ o s !á/a ∼,,oliveiraprotopanoan
shipibokonibo-laugh-2,,shipibokonibo,laugh,ʔosã́,ʔosã́,ʔ o s !á/a ∼,None,,5185,,,,4772,ʔ o s !á/a ∼,,oliveiraprotopanoan
kapanawa-laugh-2,,kapanawa,laugh,ʔosán-,ʔosán-,ʔ o s !á/a n,None,,5185,,,,4772,ʔ o s !á/a n,,oliveiraprotopanoan
marubo-laugh-1,,marubo,laugh,[ũˈsɐ̃ɐ]̃,[ũˈsɐ̃ɐ]̃,!ũ/u s !ɐɐ/ɐ ∼,None,,5185,,,,4772,- !ũ/u s !ɐɐ/ɐ ∼,,oliveiraprotopanoan
chakobo-laugh-2,,chakobo,laugh,ʔosa,ʔosa,ʔ o s a,None,,5185,,,,4772,ʔ o s a -,,oliveiraprotopanoan
sharanawa-laugh-3,,sharanawa,laugh,osain,osain,o s !ai/a n,None,,5185,,,,4772,- o s !ai/a n,,oliveiraprotopanoan
sharanawa-laugh-4,,sharanawa,laugh,osaan,osaan,o s !aa/a n,None,,5185,,,,4772,- o s !aa/a n,,oliveiraprotopanoan
amawaka-laugh-2,,amawaka,laugh,osã-_I,osã-_I,o s a ∼,None,,5185,,,,4772,- o s a ∼,,oliveiraprotopanoan
kaxinawa-laugh-1,,kaxinawa,laugh,usã-,usã-,u s a ∼,None,,5185,,,,4772,- u s a ∼,,oliveiraprotopanoan
marinawa-laugh-1,,marinawa,laugh,ósã,ósã,!ó/o s a ∼,None,,5185,,,,4772,- !ó/o s a ∼,,oliveiraprotopanoan
yawanawa-laugh-1,,yawanawa,laugh,uʃan,uʃan,u ʃ a n,None,,5185,,,,4772,- u ʃ a n,,oliveiraprotopanoan
protopanoan-sleep-1,,protopanoan,sleep,ʔoʂ[a]-,ʔoʂ[a]-,ʔ o ʂ a,None,,5186,,,,4773,( - - - - - ) ʔ o ʂ a ( - - - ),,oliveiraprotopanoan
kashibo-sleep-3,,kashibo,sleep,ʔuʂ-ti,ʔuʂ-ti,ʔ u ʂ + t i,None,,5186,,,,4773,( - - - - - ) ʔ u ʂ - ( + t i ),,oliveiraprotopanoan
kashibo-sleep-4,,kashibo,sleep,ʔoʂ-,ʔoʂ-,ʔ o ʂ,None,,5186,,,,4773,( - - - - - ) ʔ o ʂ - ( - - - ),,oliveiraprotopanoan
shipibokonibo-sleep-2,,shipibokonibo,sleep,ʔoʂa-,ʔoʂa-,ʔ o ʂ a,None,,5186,,,,4773,( - - - - - ) ʔ o ʂ a ( - - - ),,oliveiraprotopanoan
kapanawa-sleep-2,,kapanawa,sleep,ʔoʂa-,ʔoʂa-,ʔ o ʂ a,None,,5186,,,,4773,( - - - - - ) ʔ o ʂ a ( - - - ),,oliveiraprotopanoan
marubo-sleep-1,,marubo,sleep,ˈuʃai,ˈuʃai,u ʃ a i,None,,5186,,,,4773,( - - - - - ) - u ʃ a ( i - - ),,oliveiraprotopanoan
chakobo-sleep-2,,chakobo,sleep,ʔoʂa-,ʔoʂa-,ʔ o ʂ a,None,,5186,,,,4773,( - - - - - ) ʔ o ʂ a ( - - - ),,oliveiraprotopanoan
yaminawa-sleep-2,,yaminawa,sleep,oʂa,oʂa,o ʂ a,None,,5186,,,,4773,( - - - - - ) - o ʂ a ( - - - ),,oliveiraprotopanoan
chaninawa-sleep-1,,chaninawa,sleep,oʂai,oʂai,o ʂ a i,None,,5186,,,,4773,( - - - - - ) - o ʂ a ( i - - ),,oliveiraprotopanoan
sharanawa-sleep-2,,sharanawa,sleep,oʂai,oʂai,o ʂ a i,None,,5186,,,,4773,( - - - - - ) - o ʂ a ( i - - ),,oliveiraprotopanoan
sharanawa-sleep-3,,sharanawa,sleep,oʂaa,oʂaa,o ʂ a a,None,,5186,,,,4773,( - - - - - ) - o ʂ a ( a - - ),,oliveiraprotopanoan
chaninawa-sleep-2,,chaninawa,sleep,uʂa,uʂa,u ʂ a,None,,5186,,,,4773,( - - - - - ) - u ʂ a ( - - - ),,oliveiraprotopanoan
katukina-sleep-2,,katukina,sleep,uʃa-ai,uʃa-ai,u ʃ a + a i,None,,5186,,,,4773,( - - - - - ) - u ʃ a ( + a i ),,oliveiraprotopanoan
poyanawa-sleep-1,,poyanawa,sleep,a_ãdiuha,a_ãdiuha,a + !ã/a d i u h a,None,,5186,,,,4773,( a + !ã/a d i ) - u h a ( - - - ),,oliveiraprotopanoan
amawaka-sleep-2,,amawaka,sleep,ʔoxaʔí,ʔoxaʔí,ʔ o x a ʔ !í/i,None,,5186,,,,4773,( - - - - - ) ʔ o x a ( - ʔ !í/i ),,oliveiraprotopanoan
amawaka-sleep-3,,amawaka,sleep,oxa-_I,oxa-_I,o x a,None,,5186,,,,4773,( - - - - - ) - o x a ( - - - ),,oliveiraprotopanoan
kaxinawa-sleep-1,,kaxinawa,sleep,uʂa-,uʂa-,u ʂ a,None,,5186,,,,4773,( - - - - - ) - u ʂ a ( - - - ),,oliveiraprotopanoan
marinawa-sleep-1,,marinawa,sleep,óʂá,óʂá,!ó/o ʂ !á/a,None,,5186,,,,4773,( - - - - - ) - !ó/o ʂ !á/a ( - - - ),,oliveiraprotopanoan
yawanawa-sleep-1,,yawanawa,sleep,uʃa,uʃa,u ʃ a,None,,5186,,,,4773,( - - - - - ) - u ʃ a ( - - - ),,oliveiraprotopanoan
korubo-sleep-1,,korubo,sleep,uʃ,uʃ,u ʃ,None,,5186,,,,4773,( - - - - - ) - u ʃ - ( - - - ),,oliveiraprotopanoan
matis-sleep-1,,matis,sleep,uʂ,uʂ,u ʂ,None,,5186,,,,4773,( - - - - - ) - u ʂ - ( - - - ),,oliveiraprotopanoan
matses-sleep-2,,matses,sleep,uʂ,uʂ,u ʂ,None,,5186,,,,4773,( - - - - - ) - u ʂ - ( - - - ),,oliveiraprotopanoan
protopanoan-moon-1,,protopanoan,moon,ʔoʂɨ,ʔoʂɨ,ʔ o ʂ ɨ,None,,5187,,,,4774,ʔ o ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
kashibo-moon-1,,kashibo,moon,ʔoʂɨ,ʔoʂɨ,ʔ o ʂ ɨ,None,,5187,,,,4774,ʔ o ʂ ( - ) ɨ ( - - ),,blumpanotacana oliveiraprotopanoan
shipibokonibo-moon-1,,shipibokonibo,moon,ʔoʂɨ,ʔoʂɨ,ʔ o ʂ ɨ,None,,5187,,,,4774,ʔ o ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
kapanawa-moon-1,,kapanawa,moon,ʔoʂnɨ́,ʔoʂnɨ́,ʔ o ʂ n !ɨ́/ɨ,None,,5187,,,,4774,ʔ o ʂ ( n ) !ɨ́/ɨ ( - - ),,oliveiraprotopanoan
marubo-moon-1,,marubo,moon,ˈoʂɨʔ,ˈoʂɨʔ,o ʂ ɨ ʔ,None,,5187,,,,4774,- o ʂ ( - ) ɨ ( ʔ - ),,oliveiraprotopanoan
chakobo-moon-1,,chakobo,moon,ʔoʂɨ,ʔoʂɨ,ʔ o ʂ ɨ,None,,5187,,,,4774,ʔ o ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
kasharari-moon-1,,kasharari,moon,uˈʂɨ,uˈʂɨ,u ʂ ɨ,None,,5187,,,,4774,- u ʂ ( - ) ɨ ( - - ),,blumpanotacana oliveiraprotopanoan
yaminawa-moon-1,,yaminawa,moon,oʂɨ,oʂɨ,o ʂ ɨ,None,,5187,,,,4774,- o ʂ ( - ) ɨ ( - - ),,blumpanotacana oliveiraprotopanoan
chaninawa-moon-1,,chaninawa,moon,oʂɨ,oʂɨ,o ʂ ɨ,None,,5187,,,,4774,- o ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
sharanawa-moon-1,,sharanawa,moon,oʂɨ,oʂɨ,o ʂ ɨ,None,,5187,,,,4774,- o ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
chaninawa-moon-2,,chaninawa,moon,uʂɨ,uʂɨ,u ʂ ɨ,None,,5187,,,,4774,- u ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
katukina-moon-1,,katukina,moon,uʂi,uʂi,u ʂ i,None,,5187,,,,4774,- u ʂ ( - ) i ( - - ),,oliveiraprotopanoan
poyanawa-moon-1,,poyanawa,moon,ũhũˈde,ũhũˈde,!ũ/u h !ũ/u d e,None,,5187,,,,4774,- !ũ/u h ( - ) !ũ/u ( d e ),,oliveiraprotopanoan
amawaka-moon-1,,amawaka,moon,ʔóxɨ,ʔóxɨ,ʔ !ó/o x ɨ,None,,5187,,,,4774,ʔ !ó/o x ( - ) ɨ ( - - ),,oliveiraprotopanoan
amawaka-moon-2,,amawaka,moon,oxɨ́_I,oxɨ́_I,o x !ɨ́/ɨ,None,,5187,,,,4774,- o x ( - ) !ɨ́/ɨ ( - - ),,oliveiraprotopanoan
kaxinawa-moon-1,,kaxinawa,moon,uʂɨ,uʂɨ,u ʂ ɨ,None,,5187,,,,4774,- u ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
marinawa-moon-1,,marinawa,moon,oʂɨ,oʂɨ,o ʂ ɨ,None,,5187,,,,4774,- o ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
yawanawa-moon-1,,yawanawa,moon,uʂɨ,uʂɨ,u ʂ ɨ,None,,5187,,,,4774,- u ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
korubo-moon-1,,korubo,moon,uˈʃɨ,uˈʃɨ,u ʃ ɨ,None,,5187,,,,4774,- u ʃ ( - ) ɨ ( - - ),,oliveiraprotopanoan
matis-moon-1,,matis,moon,uˈʂɨ,uˈʂɨ,u ʂ ɨ,None,,5187,,,,4774,- u ʂ ( - ) ɨ ( - - ),,oliveiraprotopanoan
matses-moon-2,,matses,moon,uˈʂɨ,uˈʂɨ,u ʂ ɨ,None,,5187,,,,4774,- u ʂ ( - ) ɨ ( - - ),,blumpanotacana oliveiraprotopanoan
protopanoan-shade-1,,protopanoan,shade,ʔota,ʔota,ʔ o t a,None,,5188,,,,4775,ʔ o t a ( - - - - - - ),,oliveiraprotopanoan
kashibo-shade-3,,kashibo,shade,ʔotanɔɔ,ʔotanɔɔ,ʔ o t a + n ɔ ɔ,"nɔɔ < nawa ‘gente’,  juego 261",,5188,,,,4775,ʔ o t a ( - - - - - - ) + n ɔ ɔ,,oliveiraprotopanoan
shipibokonibo-shade-5,,shipibokonibo,shade,ʔota,ʔota,ʔ o t a,None,,5188,,,,4775,ʔ o t a ( - - - - - - ),,oliveiraprotopanoan
kapanawa-shade-1,,kapanawa,shade,ʔota,ʔota,ʔ o t a,None,,5188,,,,4775,ʔ o t a ( - - - - - - ),,oliveiraprotopanoan
sharanawa-shade-2,,sharanawa,shade,otai,otai,o t a i,None,,5188,,,,4775,- o t a ( - i - - - - ),,oliveiraprotopanoan
sharanawa-shade-3,,sharanawa,shade,otaa,otaa,o t a a,None,,5188,,,,4775,- o t a ( - - - a - - ),,oliveiraprotopanoan
amawaka-shade-1,,amawaka,shade,ʔóta,ʔóta,ʔ !ó/o t a,None,,5188,,,,4775,ʔ !ó/o t a ( - - - - - - ),,oliveiraprotopanoan
kaxinawa-shade-1,,kaxinawa,shade,uta-,uta-,u t a,None,,5188,,,,4775,- u t a ( - - - - - - ),,oliveiraprotopanoan
marinawa-shade-1,,marinawa,shade,ótãnitóka,ótãnitóka,!ó/o t !ã/a n i t ó/o k a,None,,5188,,,,4775,- !ó/o t !ã/a ( n i t ó/o k a ),,oliveiraprotopanoan
protopanoan-suck-1,,protopanoan,suck,ʔoyo-,ʔoyo-,ʔ o j o,None,,5189,,,,4776,ʔ o j o ( - - - - ),,oliveiraprotopanoan
kashibo-suck-4,,kashibo,suck,ʔooka-,ʔooka-,ʔ o o k a,None,,5189,,,,4776,ʔ o - o ( - k a - ),,oliveiraprotopanoan
shipibokonibo-suck-3,,shipibokonibo,suck,ʔoyo-,ʔoyo-,ʔ o j o,None,,5189,,,,4776,ʔ o j o ( - - - - ),,oliveiraprotopanoan
kapanawa-suck-2,,kapanawa,suck,ʔoyo-,ʔoyo-,ʔ o j o,None,,5189,,,,4776,ʔ o j o ( - - - - ),,oliveiraprotopanoan
marubo-suck-1,,marubo,suck,oyo,oyo,o j o,None,,5189,,,,4776,- o j o ( - - - - ),,oliveiraprotopanoan
amawaka-suck-3,,amawaka,suck,ʔóyo-kín,ʔóyo-kín,ʔ !ó/o j o + k !í/i n,None,,5189,,,,4776,ʔ !ó/o j o ( + k !í/i n ),,oliveiraprotopanoan
amawaka-suck-4,,amawaka,suck,oyo-,oyo-,o j o,None,,5189,,,,4776,- o j o ( - - - - ),,oliveiraprotopanoan
kaxinawa-suck-1,,kaxinawa,suck,uyu-,uyu-,u j u,None,,5189,,,,4776,- u j u ( - - - - ),,oliveiraprotopanoan
marinawa-suck-1,,marinawa,suck,óyo-,óyo-,!ó/o j o,None,,5189,,,,4776,- !ó/o j o ( - - - - ),,oliveiraprotopanoan
protopanoan-he-1,,protopanoan,he,ha[a],ha[a],h a a,None,,5190,,,,4777,h a a ( - - - ),,oliveiraprotopanoan
kashibo-he-1,,kashibo,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
shipibokonibo-he-1,,shipibokonibo,he,ha,ha,h a,None,,5190,,,,4777,h a - ( - - - ),,oliveiraprotopanoan
shipibokonibo-he-2,,shipibokonibo,he,han,han,h a n,None,,5190,,,,4777,h a - ( n - - ),,oliveiraprotopanoan
shipibokonibo-he-3,,shipibokonibo,he,haá,haá,h a !á/a,None,,5190,,,,4777,h a !á/a ( - - - ),,oliveiraprotopanoan
kapanawa-he-1,,kapanawa,he,haa,haa,h a a,None,,5190,,,,4777,h a a ( - - - ),,oliveiraprotopanoan
marubo-he-1,,marubo,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
chakobo-he-1,,chakobo,he,ha,ha,h a,None,,5190,,,,4777,h a - ( - - - ),,oliveiraprotopanoan
chakobo-he-2,,chakobo,he,haa,haa,h a a,None,,5190,,,,4777,h a a ( - - - ),,oliveiraprotopanoan
kasharari-he-1,,kasharari,he,ha,ha,h a,None,,5190,,,,4777,h a - ( - - - ),,oliveiraprotopanoan
yaminawa-he-1,,yaminawa,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
yaminawa-he-2,,yaminawa,he,aatõ,aatõ,a a t !õ/o,None,,5190,,,,4777,- a a ( t !õ/o - ),,oliveiraprotopanoan
sharanawa-he-1,,sharanawa,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
chaninawa-he-1,,chaninawa,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
chaninawa-he-2,,chaninawa,he,atu,atu,a t u,None,,5190,,,,4777,- a - ( t u - ),,oliveiraprotopanoan
chaninawa-he-3,,chaninawa,he,ahu,ahu,a h u,None,,5190,,,,4777,- a - ( h u - ),,oliveiraprotopanoan
katukina-he-1,,katukina,he,hatu,hatu,h a t u,None,,5190,,,,4777,h a - ( t u - ),,oliveiraprotopanoan
katukina-he-2,,katukina,he,hawɨn,hawɨn,h a w ɨ n,None,,5190,,,,4777,h a - ( w ɨ n ),,oliveiraprotopanoan
poyanawa-he-1,,poyanawa,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
amawaka-he-1,,amawaka,he,háá,háá,h !á/a !á/a,None,,5190,,,,4777,h !á/a !á/a ( - - - ),,oliveiraprotopanoan
amawaka-he-2,,amawaka,he,haa,haa,h a a,None,,5190,,,,4777,h a a ( - - - ),,oliveiraprotopanoan
kaxinawa-he-1,,kaxinawa,he,ha,ha,h a,None,,5190,,,,4777,h a - ( - - - ),,oliveiraprotopanoan
marinawa-he-1,,marinawa,he,áa,áa,!á/a a,None,,5190,,,,4777,- !á/a a ( - - - ),,oliveiraprotopanoan
yawanawa-he-1,,yawanawa,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
korubo-he-1,,korubo,he,a-,a-,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
matis-he-1,,matis,he,a-,a-,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
matses-he-1,,matses,he,a,a,a,None,,5190,,,,4777,- a - ( - - - ),,oliveiraprotopanoan
protopanoan-run-2,,protopanoan,run,haβa[t]-,haβa[t]-,h a β a t,None,,5191,,,,4778,h a β a t ( - - - - ),,oliveiraprotopanoan
kashibo-run-3,,kashibo,run,aβá-,aβá-,a β !á/a,None,,5191,,,,4778,- a β !á/a - ( - - - - ),,oliveiraprotopanoan
shipibokonibo-run-3,,shipibokonibo,run,haβá-,haβá-,h a β !á/a,None,,5191,,,,4778,h a β !á/a - ( - - - - ),,oliveiraprotopanoan
kapanawa-run-5,,kapanawa,run,haβá,haβá,h a β !á/a,None,,5191,,,,4778,h a β !á/a - ( - - - - ),,oliveiraprotopanoan
sharanawa-run-4,,sharanawa,run,aɸai,aɸai,a ɸ a i,None,,5191,,,,4778,- a ɸ a - ( - i - - ),,oliveiraprotopanoan
sharanawa-run-5,,sharanawa,run,aɸaa,aɸaa,a ɸ a a,None,,5191,,,,4778,- a ɸ a - ( - a - - ),,oliveiraprotopanoan
kaxinawa-run-2,,kaxinawa,run,habá-,habá-,h a b !á/a,None,,5191,,,,4778,h a b !á/a - ( - - - - ),,oliveiraprotopanoan
korubo-run-1,,korubo,run,aβat-,aβat-,a β a t,None,,5191,,,,4778,- a β a t ( - - - - ),,oliveiraprotopanoan
matis-run-1,,matis,run,abad-kin,abad-kin,a b a d + k i n,None,,5191,,,,4778,- a b a d ( + k i n ),,oliveiraprotopanoan
protopanoan-speciesofheron-1,,protopanoan,speciesofheron,haka,haka,h a k a,None,,5192,,,,4779,h a k a ( - - - - - - ) -,,oliveiraprotopanoan
kashibo-speciesofheron-1,,kashibo,speciesofheron,aka,aka,a k a,None,,5192,,,,4779,- a k a ( - - - - - - ) -,,oliveiraprotopanoan
shipibokonibo-speciesofheron-1,,shipibokonibo,speciesofheron,haka,haka,h a k a,None,,5192,,,,4779,h a k a ( - - - - - - ) -,,oliveiraprotopanoan
kapanawa-speciesofheron-1,,kapanawa,speciesofheron,haka,haka,h a k a,None,,5192,,,,4779,h a k a ( - - - - - - ) -,,oliveiraprotopanoan
chakobo-speciesofheron-1,,chakobo,speciesofheron,ˈhaka,ˈhaka,h a k a,None,,5192,,,,4779,h a k a ( - - - - - - ) -,,oliveiraprotopanoan
sharanawa-speciesofheron-1,,sharanawa,speciesofheron,akapora,akapora,a k a p o r a,None,,5192,,,,4779,- a k a ( p o r a - - ) -,,oliveiraprotopanoan
sharanawa-speciesofheron-2,,sharanawa,speciesofheron,akaporanɨn,akaporanɨn,a k a p o r a n ɨ n,None,,5192,,,,4779,- a k a ( p o r a n ɨ ) n,,oliveiraprotopanoan
amawaka-speciesofheron-1,,amawaka,speciesofheron,haka,haka,h a k a,None,,5192,,,,4779,h a k a ( - - - - - - ) -,,oliveiraprotopanoan
kaxinawa-speciesofheron-1,,kaxinawa,speciesofheron,haka,haka,h a k a,None,,5192,,,,4779,h a k a ( - - - - - - ) -,,oliveiraprotopanoan
marinawa-speciesofheron-1,,marinawa,speciesofheron,ákápórá,ákápórá,!á/a k !á/a p !ó/o r !á/a,None,,5192,,,,4779,- !á/a k !á/a ( p !ó/o r !á/a - - ) -,,oliveiraprotopanoan
matis-speciesofheron-1,,matis,speciesofheron,aˈka,aˈka,a k a,None,,5192,,,,4779,- a k a ( - - - - - - ) -,,oliveiraprotopanoan
matses-speciesofheron-1,,matses,speciesofheron,aˈka,aˈka,a k a,None,,5192,,,,4779,- a k a ( - - - - - - ) -,,oliveiraprotopanoan
protopanoan-tostep-1,,protopanoan,tostep,hamak-,hamak-,h a m a k,None,,5193,,,,4780,h a m a k ( - - - - ),,oliveiraprotopanoan
kashibo-tostep-1,,kashibo,tostep,amá-,amá-,a m !á/a,None,,5193,,,,4780,- a m !á/a - ( - - - - ),,oliveiraprotopanoan
shipibokonibo-tostep-1,,shipibokonibo,tostep,hamá,hamá,h a m !á/a,None,,5193,,,,4780,h a m !á/a - ( - - - - ),,oliveiraprotopanoan
kapanawa-tostep-1,,kapanawa,tostep,hamá-,hamá-,h a m !á/a,None,,5193,,,,4780,h a m !á/a - ( - - - - ),,oliveiraprotopanoan
chakobo-tostep-1,,chakobo,tostep,hama-,hama-,h a m a,None,,5193,,,,4780,h a m a - ( - - - - ),,oliveiraprotopanoan
kasharari-tostep-1,,kasharari,tostep,haˈmahi,haˈmahi,h a m a h i,None,,5193,,,,4780,h a m a - ( h - i - ),,oliveiraprotopanoan
chaninawa-tostep-1,,chaninawa,tostep,rono_pɨabada,rono_pɨabada,r o n o + p ɨ a b a d a,None,,5194,,,,4781,( r o n o + ) p ɨ a b a d a,,oliveiraprotopanoan
chaninawa-tostep-2,,chaninawa,tostep,rodo_pɨamada,rodo_pɨamada,r o d o + p ɨ a m a d a,None,,5195,,,,4782,( r o d o + ) p ɨ a m a d a,,oliveiraprotopanoan
sharanawa-tostep-1,,sharanawa,tostep,paimai,paimai,p a i m a i,None,,5196,,,,4783,( - - - - - ) p a i m a - i,,oliveiraprotopanoan
amawaka-tostep-1,,amawaka,tostep,hámaakín,hámaakín,h !á/a m a a k !í/i n,None,,5193,,,,4780,h !á/a m a - ( a k !í/i n ),,oliveiraprotopanoan
amawaka-tostep-2,,amawaka,tostep,hama-_I,hama-_I,h a m a,None,,5193,,,,4780,h a m a - ( - - - - ),,oliveiraprotopanoan
kaxinawa-tostep-1,,kaxinawa,tostep,hama-,hama-,h a m a,None,,5193,,,,4780,h a m a - ( - - - - ),,oliveiraprotopanoan
matis-tostep-1,,matis,tostep,amak,amak,a m a k,None,,5193,,,,4780,- a m a k ( - - - - ),,oliveiraprotopanoan
marubo-tongue-1,,marubo,tongue,ˈana,ˈana,a n a,None,,5197,,,,144,- a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
chaninawa-tongue-1,,chaninawa,tongue,ada,ada,a d a,None,,5197,,,,4784,- a d a,,oliveiraprotopanoan valenzuelazariquieypanotakana
chaninawa-tongue-2,,chaninawa,tongue,ana,ana,a n a,None,,5197,,,,144,- a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
katukina-tongue-2,,katukina,tongue,ana,ana,a n a,None,,5197,,,,144,- a n a,,oliveiraprotopanoan valenzuelazariquieypanotakana
