ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Partial_Cognacy,Alignment,Morphemes,Dataset
yaminawa-full-1,,yaminawa,full,βospia,βospia,β o s p i + a,None,,2048,,,,1958 1959,β o s p i + a,,blumpanotacana
yaminawa-empty-1,,yaminawa,empty,ṣ̌aka,ṣ̌aka,ʂ a k a,None,,1371,,,,1405,ʂ a k a,,blumpanotacana
yaminawa-half-1,,yaminawa,half,kaṣ̌kɨa,kaṣ̌kɨa,k a ʂ k ɨ + a,None,,2049,,,,1577 1960,k a ʂ k ɨ + a,,blumpanotacana
yaminawa-only-1,,yaminawa,only,a-rɨs,a-rɨs,a + r ɨ s,None,,2050,,,,1924 1670,a + r ɨ s,,blumpanotacana
yaminawa-only-2,,yaminawa,only,βisti,βisti,β i s t i,None,,1695,,,,1399,β i s t i,,blumpanotacana
yaminawa-first-1,,yaminawa,first,rɨ̃kɨ,rɨ̃kɨ,r !ɨ̃/ɨ + k ɨ,None,,2051,,,,1961 1962,r !ɨ̃/ɨ + k ɨ,,blumpanotacana
yaminawa-first-2,,yaminawa,first,taɨ βa-kĩ,taɨ βa-kĩ,t a ɨ + β a + k !ĩ/i,None,,2052,,,,1963 1964 1303,t a ɨ + β a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-new-1,,yaminawa,new,βɨna,βɨna,β ɨ n a,None,,1704,,,,1408,β ɨ ( - ) n a,,blumpanotacana
yaminawa-young-1,,yaminawa,young,pɨṣ̌ko,pɨṣ̌ko,p ɨ ʂ k o,None,,2053,,,,1965,p ɨ ʂ k o,,blumpanotacana
yaminawa-young-2,,yaminawa,young,naɨtapa,naɨtapa,n a ɨ t a p a,None,,1804,,,,1755,n a ɨ t a p a,,blumpanotacana
yaminawa-young-3,,yaminawa,young,naɨtaβa,naɨtaβa,n a ɨ t a β a,None,,1804,,,,1755,n a ɨ t a β a,,blumpanotacana
yaminawa-now-1,,yaminawa,now,iskaratĩa,iskaratĩa,i s k a r a t ĩ a,None,,2054,,,,1966,i s k a r a t ĩ a,,blumpanotacana
yaminawa-fast-1,,yaminawa,fast,koši,koši,k o ʃ i,None,,853,,,,899,k o ʃ i,,blumpanotacana
yaminawa-finish-1,,yaminawa,finish,mito-kĩ,mito-kĩ,m i t o + k !ĩ/i,None,,2055,,,,1967 1303,m i t o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-finish-2,,yaminawa,finish,kɨyo-kĩ,kɨyo-kĩ,k ɨ j o + k !ĩ/i,None,,2056,,,,1081 1303,k ɨ j o + ( - ) k !ĩ/i,,blumpanotacana oliveiraprotopanoan
yaminawa-daynotnight-1,,yaminawa,daynotnight,pɨna,pɨna,p ɨ n a,None,,2057,,,,1968,p ɨ n a,,blumpanotacana
yaminawa-night-1,,yaminawa,night,βakiš,βakiš,β a k i ʃ,None,,723,,,,751,β a k i ʃ,,blumpanotacana
yaminawa-dawn-1,,yaminawa,dawn,pɨnaino,pɨnaino,p ɨ + n a i + n o,None,,2059,,,,857 745 1971,p ɨ + n a ( - ) i + n o,,blumpanotacana
yaminawa-morning-1,,yaminawa,morning,βakiš-pari,βakiš-pari,β a k i ʃ + p a r i,None,,2060,,,,751 1972,β a k i ʃ + p a r i,,blumpanotacana
yaminawa-evening-1,,yaminawa,evening,yamɨ-i,yamɨ-i,j a m ɨ + i,None,,2061,,,,437 1241,( j a ) m ɨ ( - - ) + i,,blumpanotacana
yaminawa-evening-2,,yaminawa,evening,mã yamɨ-a,mã yamɨ-a,m !ã/a + j a m ɨ + a,None,,2058,,,,1969 437 1970,m !ã/a + ( j a ) m ɨ ( - - ) + a,,blumpanotacana
yaminawa-tomorrow-1,,yaminawa,tomorrow,pɨna-ma,pɨna-ma,p ɨ n a + m a,None,,2062,,,,1968 912,p ɨ n a + m a,,blumpanotacana
yaminawa-yesterday-1,,yaminawa,yesterday,i-βai-yamɨ-a,i-βai-yamɨ-a,i β !ai/a + j a m ɨ + a,None,,2063,,,,1674 437 1973,i β !ai/a + ( j a ) m ɨ ( - - ) + a,,blumpanotacana
yaminawa-year-1,,yaminawa,year,ṣ̌ini-a,ṣ̌ini-a,ʂ i n i + a,None,,2064,,,,1974 1970,ʂ i n i + a,,blumpanotacana
yaminawa-summer-1,,yaminawa,summer,ṣ̌ini-ai,ṣ̌ini-ai,ʂ i n i + a i,None,,2065,,,,1422 1975,ʂ i n i + a i,,blumpanotacana
yaminawa-summer-2,,yaminawa,summer,nɨṣ̌ɨ too-aino,nɨṣ̌ɨ too-aino,n ɨ ʂ ɨ + t o o + a i n o,None,,2066,,,,1976 1977 1978,n ɨ ʂ ɨ + t o o + a i n o,,blumpanotacana
yaminawa-smellstink-1,,yaminawa,smellstink,ṣ̌ɨtɨ-kĩ,ṣ̌ɨtɨ-kĩ,ʂ ɨ t ɨ + k !ĩ/i,None,,2067,,,,1085 1303,ʂ ɨ t ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-stinking-1,,yaminawa,stinking,pisi-kĩ,pisi-kĩ,p i s i + k !ĩ/i,None,,2068,,,,919 1303,p i s i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-sweet-1,,yaminawa,sweet,βata,βata,β a t a,None,,1036,,,,1086,β a t a,,blumpanotacana
yaminawa-bitter-1,,yaminawa,bitter,moka,moka,m o k a,None,,1037,,,,5119,m o k a ( - - ),,blumpanotacana
yaminawa-sour-1,,yaminawa,sour,kača,kača,k a tʃ a,None,,1038,,,,1088,k a tʃ a,,blumpanotacana
yaminawa-hear-1,,yaminawa,hear,nika-kĩ,nika-kĩ,n i k a + k !ĩ/i,None,,2069,,,,1423 1303,n i - k a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-see-1,,yaminawa,see,õi-kĩ,õi-kĩ,!õ/o i + k !ĩ/i,None,,2070,,,,1424 1303,- !õ/o i - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-look-1,,yaminawa,look,õi-kĩ,õi-kĩ,!õ/o i + k !ĩ/i,None,,2070,,,,1424 1303,- !õ/o i - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-shine-1,,yaminawa,shine,βaβɨ-kĩ,βaβɨ-kĩ,β a β ɨ + k !ĩ/i,None,,2071,,,,1979 1303,β a β ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-bright-1,,yaminawa,bright,βakkai βakkai sa-kĩ,βakkai βakkai sa-kĩ,β a !kk/k a i + β a k k a i + s a + k !ĩ/i,None,,2072,,,,1980 1981 1982 1303,β a !kk/k a i + β a k k a i + s a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-dark-1,,yaminawa,dark,βiso,βiso,β i s o,None,,2073,,,,1983,β i s o,,blumpanotacana
yaminawa-black-1,,yaminawa,black,βiso,βiso,β i s o,None,,2073,,,,1983,β i s o,,blumpanotacana
yaminawa-red-1,,yaminawa,red,õši,õši,o ∼ ʃ i,None,,1393,,,,1428,( - o ∼ ) ʃ i - -,,blumpanotacana
yaminawa-blue-1,,yaminawa,blue,nana,nana,n a n a,None,,2074,,,,1984,n a n a,,blumpanotacana
yaminawa-green-1,,yaminawa,green,nana,nana,n a n a,None,,2074,,,,1984,n a n a,,blumpanotacana
yaminawa-yellow-1,,yaminawa,yellow,čaṣ̌ta,čaṣ̌ta,tʃ a ʂ t a,None,,2075,,,,1985,tʃ a ʂ t a,,blumpanotacana
yaminawa-touch-1,,yaminawa,touch,mɨ-kĩ,mɨ-kĩ,m ɨ + k !ĩ/i,None,,2076,,,,154 1303,m ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-pinch-1,,yaminawa,pinch,c̷omi-kĩ,c̷omi-kĩ,ts o m i + k !ĩ/i,None,,2077,,,,1986 1303,ts o m i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-hard-1,,yaminawa,hard,kɨrɨṣ̌,kɨrɨṣ̌,k ɨ r ɨ + ʂ,None,,1686,,,,950 1655,k ɨ r ɨ + ʂ,,blumpanotacana
yaminawa-soft-1,,yaminawa,soft,pači,pači,p a tʃ i,None,,1050,,,,1102,p a tʃ i,,blumpanotacana
yaminawa-rough-1,,yaminawa,rough,βɨṣ̌kɨ,βɨṣ̌kɨ,β ɨ ʂ k ɨ,None,,2078,,,,1987,β ɨ ʂ k ɨ,,blumpanotacana
yaminawa-smooth-1,,yaminawa,smooth,yɨ̃βa,yɨ̃βa,j !ɨ̃/ɨ β a,None,,2079,,,,1988,j !ɨ̃/ɨ β a,,blumpanotacana
yaminawa-sharp-1,,yaminawa,sharp,iškia,iškia,i ʃ k i a,None,,2080,,,,1989,i ʃ k i a,,blumpanotacana
yaminawa-lightweight-1,,yaminawa,lightweight,ṣ̌ãka,ṣ̌ãka,ʂ !ã/a k a,None,,2081,,,,1990,ʂ !ã/a k a,,blumpanotacana
yaminawa-wet-1,,yaminawa,wet,mɨča,mɨča,m ɨ tʃ a,None,,1401,,,,1435,m ɨ tʃ a,,blumpanotacana
yaminawa-dry-1,,yaminawa,dry,mɨto,mɨto,m ɨ t o,None,,2082,,,,1991,m ɨ t o,,blumpanotacana
yaminawa-cold-1,,yaminawa,cold,mac̷i,mac̷i,m a ts i,None,,1057,,,,1110,m a ts i,,blumpanotacana oliveiraprotopanoan
yaminawa-clean-1,,yaminawa,clean,čošta-ma,čošta-ma,tʃ o ʃ t a + m a,None,,1404,,,,1438 912,tʃ o ʃ t a + m a,,blumpanotacana
yaminawa-dirty-1,,yaminawa,dirty,čošta,čošta,tʃ o ʃ t a,None,,1406,,,,1438,tʃ o ʃ t a,,blumpanotacana
yaminawa-wrinkled-1,,yaminawa,wrinkled,βačoa,βačoa,β a tʃ o + a,None,,2083,,,,1992 1993,β a tʃ o + a,,blumpanotacana
yaminawa-soul-1,,yaminawa,soul,yõšĩ,yõšĩ,j !õ/o ʃ i ∼,None,,1111,,,,1157,j !õ/o ʃ i ∼,,blumpanotacana
yaminawa-laugh-1,,yaminawa,laugh,βic̷a-kĩ,βic̷a-kĩ,β i ts a + k !ĩ/i,None,,2084,,,,1994 1303,β i ts a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-laugh-2,,yaminawa,laugh,õsa-kĩ,õsa-kĩ,!õ/o s a + k !ĩ/i,None,,2085,,,,1116 1303,( - ) !õ/o s a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-play-1,,yaminawa,play,kaṣ̌ɨ-kĩ,kaṣ̌ɨ-kĩ,k a ʂ ɨ + k !ĩ/i,None,,2086,,,,1995 1303,k a ʂ ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-love-1,,yaminawa,love,βičipa-kĩ,βičipa-kĩ,β i tʃ i + p a + k !ĩ/i,None,,2087,,,,1996 1997 1303,β i tʃ i + p a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-love-2,,yaminawa,love,noi-kĩ,noi-kĩ,n o i + k !ĩ/i,None,,2088,,,,1018 1303,n o i + ( - ) k !ĩ/i,,blumpanotacana oliveiraprotopanoan
yaminawa-embrace-1,,yaminawa,embrace,ĩko-kĩ,ĩko-kĩ,!ĩ/i k o + k !ĩ/i,None,,2089,,,,1119 1303,- !ĩ/i k o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-pain-1,,yaminawa,pain,paɨ,paɨ,p a ɨ,None,,2090,,,,6179,p a - ɨ ( - - ),,blumpanotacana
yaminawa-cry-1,,yaminawa,cry,õia-kĩ,õia-kĩ,!õ/o i a + k !ĩ/i,None,,2091,,,,1999 1303,!õ/o i a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-cry-2,,yaminawa,cry,ɨa-kĩ,ɨa-kĩ,ɨ a + k !ĩ/i,None,,2092,,,,2000 1303,ɨ a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-tearofeye-1,,yaminawa,tearofeye,βɨ̃-o,βɨ̃-o,β !ɨ̃/ɨ + o ∼,None,,1069,,,,141 1121,β !ɨ̃/ɨ + - o ∼ ( - ),,blumpanotacana
yaminawa-fearfright-1,,yaminawa,fearfright,mɨsɨ-kĩ,mɨsɨ-kĩ,m ɨ s ɨ + k !ĩ/i,None,,2093,,,,2001 1303,m ɨ s ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-fearfright-2,,yaminawa,fearfright,ratɨ-kĩ,ratɨ-kĩ,r a t ɨ + k !ĩ/i,None,,2094,,,,1123 1303,r a t ɨ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-want-1,,yaminawa,want,βičipai-kĩ,βičipai-kĩ,β i tʃ i + p a + i + k !ĩ/i,None,,2095,,,,1996 1997 1241 1303,β i tʃ i + p a + i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-choose-1,,yaminawa,choose,kãto-kĩ,kãto-kĩ,k !ã/a t o + k !ĩ/i,None,,2096,,,,1700 1303,k !ã/a t o - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-true-1,,yaminawa,true,čanĩ-ma,čanĩ-ma,tʃ a n !ĩ/i + m a,None,,2097,,,,2002 912,tʃ a n !ĩ/i + m a,,blumpanotacana
yaminawa-liemislead-1,,yaminawa,liemislead,čanĩ-kĩ,čanĩ-kĩ,tʃ a n !ĩ/i + k !ĩ/i,None,,2098,,,,2003 1303,tʃ a n !ĩ/i + ( - ) k !ĩ/i,,blumpanotacana oliveiraprotopanoan
yaminawa-good-1,,yaminawa,good,šara,šara,ʃ a r a,None,,2099,,,,2004,ʃ a r a,,blumpanotacana oliveiraprotopanoan
yaminawa-bad-1,,yaminawa,bad,čaka,čaka,tʃ a k a,None,,2100,,,,2005,tʃ a k a,,blumpanotacana
yaminawa-thinkreflect-1,,yaminawa,thinkreflect,šinã-kĩ,šinã-kĩ,ʃ i n a ∼ + k !ĩ/i,None,,2101,,,,1130 1303,ʃ i n a ∼ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-knowsomething-1,,yaminawa,knowsomething,tãpi-kĩ,tãpi-kĩ,t !ã/a p i + k !ĩ/i,None,,2102,,,,2006 1303,t !ã/a p i - + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-remember-1,,yaminawa,remember,šinã-ma-ni,šinã-ma-ni,ʃ i n a ∼ + m a + n i,None,,2103,,,,1130 912 2007,ʃ i n a ∼ + m a + n i,,blumpanotacana
yaminawa-remember-2,,yaminawa,remember,šinã-ta-ni,šinã-ta-ni,ʃ i n a ∼ + t a + n i,None,,2104,,,,1130 2008 2007,ʃ i n a ∼ + t a + n i,,blumpanotacana
yaminawa-forget-1,,yaminawa,forget,šinã-ma-kia,šinã-ma-kia,ʃ i n a ∼ + m a + k i a,None,,2105,,,,1130 912 2009,ʃ i n a ∼ + m a + k i a,,blumpanotacana
yaminawa-because-1,,yaminawa,because,mãi,mãi,m !ã/a i,None,,2106,,,,2010,m !ã/a i,,blumpanotacana
yaminawa-yes-1,,yaminawa,yes,ɨ̃hɨ̃,ɨ̃hɨ̃,!ɨ̃/ɨ h ɨ ∼,None,,1756,,,,1708,!ɨ̃/ɨ h ɨ ∼,,blumpanotacana
yaminawa-yes-2,,yaminawa,yes,ia,ia,i a,None,,2107,,,,2011,i a,,blumpanotacana
yaminawa-no-1,,yaminawa,no,ma,ma,m a,None,,1084,,,,912,m a,,blumpanotacana
yaminawa-how-1,,yaminawa,how,aβɨska...-mɨ̃,aβɨska...-mɨ̃,a β ɨ + s k a,None,,2108,,,,2012 2013,a β ɨ + s k a,,blumpanotacana
yaminawa-what-1,,yaminawa,what,aβaa...-mɨ̃,aβaa...-mɨ̃,a β !aa/a,None,,2109,,,,2014,- a β !aa/a,,blumpanotacana
yaminawa-when-1,,yaminawa,when,aβɨtĩa...-mɨ̃,aβɨtĩa...-mɨ̃,a β ɨ + t !ĩ/i a,None,,2110,,,,2012 1460,a β ɨ + t !ĩ/i a -,,blumpanotacana
yaminawa-where-1,,yaminawa,where,βaki...-mɨ̃,βaki...-mɨ̃,β a k i,None,,2111,,,,2015,β a k i,,blumpanotacana
yaminawa-who-1,,yaminawa,who,c̷oa...-mɨ̃,c̷oa...-mɨ̃,ts o a,None,,1762,,,,1462,ts o ( - a - ),,blumpanotacana
yaminawa-sing-1,,yaminawa,sing,βanãi-kĩ,βanãi-kĩ,β a n !ã/a i + k !ĩ/i,None,,2112,,,,2016 1303,β a n !ã/a ( i ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-shout-1,,yaminawa,shout,kɨna-kĩ,kɨna-kĩ,k ɨ n a + k !ĩ/i,None,,2113,,,,1143 1303,k ɨ n a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-whistle-1,,yaminawa,whistle,sɨso-kĩ,sɨso-kĩ,s ɨ s o + k !ĩ/i,None,,2114,,,,2017 1303,s ɨ s o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-speak-1,,yaminawa,speak,mɨka-kĩ,mɨka-kĩ,m ɨ k a + k !ĩ/i,None,,2115,,,,1819 1303,m ɨ k a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-say-1,,yaminawa,say,yoi-kĩ,yoi-kĩ,j o i + k !ĩ/i,None,,2116,,,,1718 1303,j o - i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-besilent-1,,yaminawa,besilent,tooṣ̌iki-ma,tooṣ̌iki-ma,t o ʂ i k i + m a,None,,2117,,,,2018 912,t o o ʂ i k i + m a,,blumpanotacana
yaminawa-besilent-2,,yaminawa,besilent,βama-kĩ,βama-kĩ,β a m a + k !ĩ/i,None,,2118,,,,2019 1303,β a m a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-besilent-3,,yaminawa,besilent,oino-ma,oino-ma,o i n o + m a,None,,2119,,,,2020 912,o i n o + m a,,blumpanotacana
yaminawa-language-1,,yaminawa,language,mɨka,mɨka,m ɨ k a,None,,2120,,,,1819,m ɨ k a,,blumpanotacana
yaminawa-name-1,,yaminawa,name,anɨ,anɨ,a n ɨ,None,,1093,,,,1140,- a n ɨ,,blumpanotacana oliveiraprotopanoan
yaminawa-askinquire-1,,yaminawa,askinquire,yõka-kĩ,yõka-kĩ,j !õ/o k a + k !ĩ/i,None,,2121,,,,1141 1303,j !õ/o k a + ( - ) k !ĩ/i,,blumpanotacana oliveiraprotopanoan
yaminawa-askrequest-1,,yaminawa,askrequest,yõka-kĩ,yõka-kĩ,j !õ/o k a + k !ĩ/i,None,,2121,,,,1141 1303,j !õ/o k a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-askrequest-2,,yaminawa,askrequest,kĩβi-kĩ,kĩβi-kĩ,k !ĩ/i β i + k !ĩ/i,None,,2122,,,,2021 1303,k !ĩ/i β i + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-write-1,,yaminawa,write,kɨnɨ-kĩ,kɨnɨ-kĩ,k ɨ n ɨ + k !ĩ/i,None,,2123,,,,1144 1303,k ɨ n ɨ ( - ) + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-flute-1,,yaminawa,flute,ṣ̌ãi-ti,ṣ̌ãi-ti,ʂ !ã/a i + t i,None,,2124,,,,2022 860,ʂ !ã/a i + t i,,blumpanotacana
yaminawa-drum-1,,yaminawa,drum,tãpori,tãpori,t !ã/a p o r i,None,,2125,,,,2023,t !ã/a p o r i,,blumpanotacana
yaminawa-chieftain-1,,yaminawa,chieftain,ṣ̌anĩ-βo,ṣ̌anĩ-βo,ʂ a n !ĩ/i + β o,None,,2126,,,,2024 2025,ʂ a n !ĩ/i + β o,,blumpanotacana
yaminawa-friend-1,,yaminawa,friend,yama,yama,j a m a,None,,2127,,,,2026,j a m a,,blumpanotacana
yaminawa-friend-2,,yaminawa,friend,raβi,raβi,r a β i,None,,2128,,,,2027,r a β i,,blumpanotacana
yaminawa-help-1,,yaminawa,help,aṣ̌o-kĩ,aṣ̌o-kĩ,a ʂ o + k !ĩ/i,None,,2129,,,,2028 1303,a ʂ o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-meet-1,,yaminawa,meet,noko-nõnã-nõ,noko-nõnã-nõ,n o k o + n !õ/o + n a ∼ + n !õ/o,None,,2130,,,,1351 2029 2030 2031,n o k o + n !õ/o + n a ∼ + n !õ/o,,blumpanotacana
yaminawa-meet-2,,yaminawa,meet,ičanã-nõ,ičanã-nõ,i tʃ a + n a ∼ + n !õ/o,None,,2131,,,,1069 2030 2029,- i tʃ a + n a ∼ + n !õ/o,,blumpanotacana
yaminawa-fight-1,,yaminawa,fight,mɨ̃nã-kĩ,mɨ̃nã-kĩ,m !ɨ̃/ɨ n a ∼ + k !ĩ/i,None,,2132,,,,2032 1303,m !ɨ̃/ɨ n a ∼ + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-fight-2,,yaminawa,fight,sɨtɨnã-kĩ,sɨtɨnã-kĩ,s ɨ t ɨ n !ã/a + k !ĩ/i,None,,2133,,,,2033 1303,s ɨ t ɨ n !ã/a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-bow-1,,yaminawa,bow,kati,kati,k a + t i,None,,2134,,,,838 860,k a + t i,,blumpanotacana
yaminawa-hunt-1,,yaminawa,hunt,mɨ̃pɨnã-kĩ,mɨ̃pɨnã-kĩ,m !ɨ̃/ɨ p ɨ n !ã/a + k !ĩ/i,None,,2135,,,,2034 1303,m !ɨ̃/ɨ p ɨ n !ã/a + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-shoot-1,,yaminawa,shoot,too aki,too aki,t o o + a k i,None,,2136,,,,1735 1303,t o ( o - ) + ( a ) k !ĩ/i,,blumpanotacana
yaminawa-trappitfall-1,,yaminawa,trappitfall,tarapa,tarapa,t a r a p a,None,,2137,,,,2035,t a r a p a,,blumpanotacana
yaminawa-steal-1,,yaminawa,steal,yomɨc̷o-kĩ,yomɨc̷o-kĩ,j o m ɨ ts o + k !ĩ/i,None,,2138,,,,1736 1303,j o m ɨ ts o + ( - ) k !ĩ/i,,blumpanotacana
yaminawa-demon-1,,yaminawa,demon,niaβaka,niaβaka,n i a β a k a,None,,2139,,,,2036,n i a β a k a,,blumpanotacana
amawaka-dust-1,,amawaka,dust,póto,póto,p !ó/o t o,None,,1241,,,,739,p !ó/o t o,,blumpanotacana
amawaka-fill-1,,amawaka,fill,vopáquin,vopáquin,β o p á/a + k i n,None,,2140,,,,2037 2038,β o p á/a - + k i n,,blumpanotacana
amawaka-firewood-1,,amawaka,firewood,cáro,cáro,k !á/a r o,None,,740,,,,770,k !á/a r o,,blumpanotacana
amawaka-spreadout-1,,amawaka,spreadout,putááquin,putááquin,p ɨ t !aa/a + k i n,None,,2141,,,,1318 2038,p ɨ t !aa/a + k i n,,blumpanotacana
amawaka-besilent-1,,amawaka,besilent,níshmaahí,níshmaahí,n í/i ʃ m a,None,,2142,,,,2039,n í/i ʃ m a,,blumpanotacana
amawaka-shiver-1,,amawaka,shiver,pári-paríhqui,pári-paríhqui,p á/a r i + p a r í/i ʔ + k i,None,,2143,,,,2040 2041 881,p á/a r i + p a r í/i ʔ + k i,,blumpanotacana
amawaka-kneel-1,,amawaka,kneel,rámuncóhohí,rámuncóhohí,r á/a m ɨ n k ó/o ʔ o,None,,2144,,,,2042,r á/a m ɨ n k ó/o ʔ o,,blumpanotacana
amawaka-youngman-1,,amawaka,youngman,maxó,maxó,m a ʂ !ó/o,None,,2145,,,,2043,m a ʂ !ó/o,,blumpanotacana
amawaka-all-1,,amawaka,all,quíyoo,quíyoo,k !í/i j o,None,,1030,,,,1081,k !í/i j o,,blumpanotacana
amawaka-turtle-1,,amawaka,turtle,xaú,xaú,ʂ a ɨ,None,,791,,,,825,ʂ a - ɨ,,blumpanotacana
amawaka-spin-1,,amawaka,spin,"yócquín, máyahí",yócquín,j ó/o k,None,,2146,,,,2044,j ó/o k,,blumpanotacana
amawaka-spin-2,,amawaka,spin,"yócquín, máyahí",máyahí,m á/a j a,None,,2147,,,,992,m á/a j a,,blumpanotacana
amawaka-forehead-1,,amawaka,forehead,vúcuzánti,vúcuzánti,β ɨ + k ɨ + s á/a n t i,None,,2148,,,,141 121 2045,β ɨ + k ɨ + s á/a n t i,,blumpanotacana
amawaka-thorn-1,,amawaka,thorn,"híshpi, móxa",híshpi,ʔ í/i ʃ p i,None,,2149,,,,2046,ʔ í/i ʃ p i,,blumpanotacana
amawaka-thorn-2,,amawaka,thorn,"híshpi, móxa",móxa,m ó/o ʂ a,None,,2150,,,,2047,m ó/o ʂ a,,blumpanotacana
amawaka-extinguish-1,,amawaka,extinguish,nocáquin,nocáquin,n o k !á/a,None,,2151,,,,1497,n o k !á/a,,blumpanotacana
amawaka-weave-1,,amawaka,weave,tópiquín,tópiquín,t ó/o p i,None,,2152,,,,2048,t ó/o p i,,blumpanotacana
amawaka-here-1,,amawaka,here,nunó,nunó,n ɨ n ó/o,None,,2153,,,,2049,n ɨ ( n ó/o ),,blumpanotacana
amawaka-bathe-1,,amawaka,bathe,náxihí,náxihí,n !á/a ʂ i,None,,1215,,,,6,n !á/a ʂ i -,,blumpanotacana
amawaka-burnsomething-1,,amawaka,burnsomething,cóhaquín,cóhaquín,k !ó/o ʔ a,None,,1129,,,,1172,k !ó/o ʔ a,,blumpanotacana
amawaka-red-1,,amawaka,red,vínshin,vínshin,β !í/i n ʃ i n,None,,1393,,,,1428,( β !í/i n ) ʃ i n -,,blumpanotacana
amawaka-sweetpotatoyam-1,,amawaka,sweetpotatoyam,cári,cári,k !á/a r i,None,,921,,,,968,k !á/a r i ( - - ),,blumpanotacana
amawaka-black-1,,amawaka,black,cúchuxún,cúchuxún,k ɨ tʃ ɨ ʂ ɨ n,None,,1392,,,,1427,( k ɨ ) tʃ ɨ ʂ ɨ ( n ),,blumpanotacana
amawaka-rest-1,,amawaka,rest,jóvinhí,jóvinhí,h !ó/o β i n,None,,2154,,,,2050,h !ó/o β i n,,blumpanotacana
amawaka-blowofwind-1,,amawaka,blowofwind,xóónhqui,xóónhqui,ʂ !ó/o n ʔ k i,None,,726,,,,754,ʂ !ó/o n ( - ʔ k i ),,blumpanotacana
amawaka-ripe-1,,amawaka,ripe,"caní, jóvu",caní,k a n í/i,None,,1677,,,,1051,k a n í/i,,blumpanotacana
amawaka-ripe-2,,amawaka,ripe,"caní, jóvu",jóvu,h !ó/o β ɨ,None,,2155,,,,2051,h !ó/o β ɨ,,blumpanotacana
amawaka-hairbody-1,,amawaka,hairbody,xaní,xaní,ʂ a n í/i,None,,2156,,,,1782,ʂ a n í/i,,blumpanotacana
amawaka-marry-1,,amawaka,marry,"haínquin, vunúquin",haínquin,ʔ a í/i n + k i n,None,,2157,,,,2052 2038,ʔ.a í/i.n + k i n,,blumpanotacana
amawaka-marry-2,,amawaka,marry,"haínquin, vunúquin",vunúquin,β ɨ n ɨ + k i n,None,,2158,,,,775 2038,β ɨ n ɨ + k i n,,blumpanotacana
amawaka-field-1,,amawaka,field,"naú, vái",naú,n a ɨ,None,,912,,,,960,n a ɨ,,blumpanotacana
amawaka-field-2,,amawaka,field,"naú, vái",vái,β !á/a i,None,,1578,,,,1566,β !á/a.i,,blumpanotacana
amawaka-stretch-1,,amawaka,stretch,putááquin,putááquin,p ɨ t áá/a + k i n,None,,2141,,,,1318 2038,p ɨ t áá/a + k i n,,blumpanotacana
amawaka-liedown-1,,amawaka,liedown,rácaahí,rácaahí,r !á/a k a,None,,1334,,,,1039,r !á/a k a ( - ),,blumpanotacana
amawaka-fire-1,,amawaka,fire,"chíhi, júrupán",júrupán,h ɨ r ɨ + p !á/a n,None,,2159,,,,35 2053,h ɨ ( r ɨ ) + p !á/a n,,blumpanotacana
amawaka-flower-1,,amawaka,flower,jová,jová,h o β !á/a,None,,919,,,,966,h o ( β ) !á/a,,blumpanotacana
